,permit#,permit_type_description,permit_subtype_description,date_entered,date_issued,construction_cost,address,city,state,zip,subdivision/lot,contact,purpose,council_district
240,2020072575,Building Residential - New,Duplex,11/19/2020,12/15/2020,242480,225A  DUKE ST,NASHVILLE,TN,37207,UNIT B 225 DUKE STREET COMMONS,"JACKSON BUILDERS,LLC","To construct ...Unit A� of HPR detached duplex with 2000sf heated, cooled and 217sf porches/decks.  parent parcel is 71-7 parcel 46, is zoned R6-A, contains 7000 sf lot area and is in a pre 1984 recorded subdivision.  units detached.  max allowed height is 25.5'.  min required distance between structures is 6' min with  no bump outs.  R6-A zoning, all parking must be located to rear of residence.  28.17' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835,  must comply fully with metro council bills 2014-725 and 2014-770.",5.0
241,2020070653,Building Residential New Storm Damage,Duplex,11/10/2020,11/24/2020,217020,3504  ALBEE DR,HERMITAGE,TN,37076,LOT 50 CHAPELWOOD SEC. 2,"TRINITY CONSTRUCTION GROUP, LLC","Duplex destroyed during March tornado.  Duplex to be rebuilt on the same footprint, utilizing the existing footers and foundation block with input from onsite review and letter from structural engineer.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
242,2020031699,Building Residential New Storm Damage,Duplex,5/21/2020,6/22/2020,243450,1520  16TH AVE N,NASHVILLE,TN,37208,PT LOT 309 D T MCGAVOCK AND OTHERS ADDITION,IMPACT CONSTRUCTION SERVICES INC.,"Build duplex new, after tornado damage.  NES records on file.  21' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",21.0
243,2019057447,Building Residential - Rehab,Duplex,9/20/2019,9/27/2019,150000,3515  SENECA FOREST DR,NASHVILLE,TN,37217,UNIT 48-A PRIEST LAKE FOREST SEC 4,Lee Barrett,"This was a fire a few days ago so we would like to rebuild.  It is a zero lot line but only one side was affected.  must comply with SBCCI section 403.3 and metro council bill 84-390.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",29.0
244,2021002256,Building Residential - New,Duplex,1/13/2021,2/23/2021,275821,2821  PADEN DR,NASHVILLE,TN,37206,UNIT 2 HOMES AT RIVERSIDE & PADEN,VESTA & VULCAN LLC,"2275 sf, 150 sf porches, no garage. Contextual overlay page attached separately. Per 17.36.470, houses to have max height of 27'. Reusing existing driveways.  units detached.  min required distance between structures is 6' min with no bump outs.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",6.0
245,2021004113,Building Residential - New,Duplex,1/21/2021,2/10/2021,203198,2707  MCKEIGE DR,NASHVILLE,TN,37214,UNIT B 2705 MCKEIGE DRIVE HOMES,PAROS GROUP LLC,"To construct ...Unit B� of HPR detached duplex with 1676sf heated and cooled and 189sf porches/decks.  unit a existing.  max allowed height is 37.5'.  min required distance between structures is 6' min with no bump outs.  rear unit.  corner lot.  30' min side street s/b; 20' min rear s/b; 20' min interior side s/b per sewer easement.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",15.0
246,2020080833,Building Residential - New,Duplex,12/31/2020,2/1/2021,181981,920  MILLSTREAM DR,NASHVILLE,TN,37218,UNIT 20A CROSSING AT DRAKES BRANCH,SDH NASHVILLE LLC,"to construct Unit A of attached duplex with 1501 SF of living space, 401 SF garage, and 190 SF in porches/decks. units attached.  max allowed height is 45' three floors max.  20' min front s/b; 15' min side street s/b; 5' min interior side s/b; 20' min rear s/b.  corner lot.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",1.0
247,2021025328,Building Residential - Rehab,Duplex,4/23/2021,4/23/2021,177000,3333B  NIAGARA DR,NASHVILLE,TN,37214,UNIT 3333B 3333 NIAGARA DRIVE TOWNHOMES,"GOOD LOOKING CONSTRUCTION, INC.","Rehabilitation of Fire related damages to one side of represented Duplex. no increase to building footprint. for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
248,2020052148,Building Residential New Storm Damage,Duplex,8/20/2020,9/17/2020,171555,603  NEWHALL DR,NASHVILLE,TN,37206,LOT 298-A FORTLAND PARK SEC 4 ZONE LOT DIV,LEGACY SOUTH BUILDERS LLC,"To construct back tornado damaged zero lot line duplex unit. Heated square footage 1415. Porch 187. No garage. must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835. must comply with SBCCI section 403.3 and metro council bill 1984-390.",6.0
249,2021000875,Building Residential - New,Duplex,1/6/2021,2/5/2021,270729,1705A  CASS ST,NASHVILLE,TN,37208,UNIT A 1705 CASS STREET HOMES,PAROS GROUP LLC,"To construct ...Unit A� of HPR detached duplex with 2233sf heated/cooled and 115sf porches/decks.  units detached.  max allowed height is 25.5'.  min required distance between structures is 6' min with no bump outs.  22' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",2.0
250,2020056910,Building Residential - New,Duplex,9/10/2020,11/13/2020,364447,707A  MORROW RD,NASHVILLE,TN,37209,LOT 11 SEC 1 MORROW MEADOWS,BORNTRAGER HOMES INC,"to construct a standard duplex only on property.  max allowed height is 45' three floors max.  30.6' min front s/b; 5' min side s/b; 20' min rear s/b. each unit 1503 sf living area; 642 sf basement and 525 sf porch areas.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",20.0
251,2020077863,Building Residential - New,Duplex,12/14/2020,1/13/2021,282853,527B  WEDGEWOOD AVE,NASHVILLE,TN,37203,UNIT B 527 WEDGEWOOD COTTAGES,CENTRAL BUILDERS LLC,"To construct ...Unit B� of HPR attached duplex with 2333sf heated/cooled and 257sf porches/decks.  units attached.  max allowed height is 45' three floors max.  50' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2104-770.",17.0
252,2021000316,Building Residential - New,Duplex,1/4/2021,1/27/2021,246117,1812A  5TH AVE N,NASHVILLE,TN,37208,UNIT A 1812 5TH AVENUE NORTH,MARTIN CONSTRUCTION COMPANY,"to construct 2030SF single family residence with 444Sf porches, and 350 SF Detached Garage.  MHZC must approve application.  SEPARATE PERMIT REQUIRED FOR DETACHED GARAGE.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",19.0
253,2020008800,Building Residential - New,Duplex,2/10/2020,2/26/2020,245464,6058  BLACKBERRY RIDGE LN,HERMITAGE,TN,37076,UNIT 1211 MAGNOLIA FARMS PH 2 SEC 2,BEAZER HOMES CORP,"To build a 2179 Sq. Ft. Single Family house with an attached 395 Sq. Ft. Two Car Garage.  To be built under MASTER PERMIT # 201907468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
254,2020077860,Building Residential - New,Duplex,12/14/2020,1/13/2021,282853,527A  WEDGEWOOD AVE,NASHVILLE,TN,37203,UNIT A 527 WEDGEWOOD COTTAGES,CENTRAL BUILDERS LLC,"To construct ...Unit A� of HPR attached duplex with 2333sf heated/cooled and 257sf porches/decks.  units attached.  50' min front s/b; 5' min side s/b; 20' min rear s/b.  parent parcel is map 105-11 parcel 288, is zoned R6, contains 8400 sf lot area and is in a pre 1984 recorded subdivision.  max allowed height is 45' three floors max.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835. must comply fully with metro council bills 2014-725 and 2014-770.",17.0
255,2020033645,Building Residential - New,Duplex,6/1/2020,6/10/2020,245269,724  COPPER BRANCH RD,HERMITAGE,TN,37076,UNIT 1481 MAGNOLIA FARMS VILLAS,BEAZER HOMES CORP,"To build a 2023 sq. ft. single family house  with an attached 396 sq. ft. two car garage.  To be built under Master Permit #2019007468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
256,2021011779,Building Residential - New,Duplex,2/26/2021,3/11/2021,242601,2211A  SADLER AVE,NASHVILLE,TN,37210,UNIT A 2211 SADLER AVENUE COMMONS,"JACKSON BUILDERS,LLC","To construct ...Unit A� of HPR detached duplex with 2001sf heated and cooled and 210sf porches/decks.  units detached.  max allowed height is 27'.  31' min front s/b; 5' min side s/b; 20' min rear s/b.  min required distance between structures is 6' min with no bump outs.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",17.0
257,2019031511,Building Residential - Rehab,Duplex,5/30/2019,5/30/2019,20400,402A  TAYLOR ST,NASHVILLE,TN,37208,PT LOT 59 D T MCGAVOCK 1ST ADDN,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),to rehab existing residence.  no increase to building footprint.  no increase in dwelling units.  subject to inspectors approval.  MHZC and MDHA Overlays.,19.0
258,2018075014,Building Residential - Rehab,Duplex,11/30/2018,1/9/2019,45000,6701  UPTON LN,NASHVILLE,TN,37209,LOT 46 CHARLOTTE PARK SEC. 26,HUFFINE FIRST SERVICE,"to conduct interior renovations to existing single family residence to convert to duplex. no change of footprint, interior work only.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",20.0
259,2021004129,Building Residential - New,Duplex,1/21/2021,3/17/2021,252300,2109C  23RD AVE N,NASHVILLE,TN,37208,UNIT 1 HOMES AT 2109 B 23RD AVENUE NORTH,"JACKSON BUILDERS,LLC","To construct single family residence with 2081sf heated/cooled, 472sf attached garage and 252sf porches/decks.  unit a HPR.  units detached.  max allowed height is 28.95'.  min required distance between structures is 6' min with no bump outs.  27.9' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",2.0
260,2021003713,Building Residential - New,Duplex,1/20/2021,2/10/2021,267698,710A  47TH AVE N,NASHVILLE,TN,37209,LOT 45 BLK 100 W NASH PLAN NO 1,"SAPPHIRE DEVELOPMENT, LLC","To construct a single family residence with 2208sf heated and cooled and 227sf porches/decks.  25.175' min front s/b; 3' min build to side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bill 2013-419.",20.0
